CRN,Term,GERs,G,D,W,S,Q,LangA,LangM,Lab,FA,Hum,SS,Div
3912,3 (Spring 2024),G,G,,,,,,,,,,,ND
4061,3 (Spring 2024),D,,D,,,,,,,,,,ND
3673,3 (Spring 2024),D,,D,,,,,,,,,,ND
4000,3 (Spring 2024),D,,D,,,,,,,,,,ND
3591,3 (Spring 2024),D,,D,,,,,,,,,,ND
3593,3 (Spring 2024),D,,D,,,,,,,,,,ND
4075,3 (Spring 2024),D,,D,,,,,,,,,,ND
3211,3 (Spring 2024),,,,,,,,,,,,,ND
3212,3 (Spring 2024),,,,,,,,,,,,,ND
3213,3 (Spring 2024),D,,D,,,,,,,,,,ND
3214,3 (Spring 2024),,,,,,,,,,,,,ND
4145,3 (Spring 2024),D,,D,,,,,,,,,,ND
3898,3 (Spring 2024),D,,D,,,,,,,,,,ND
3671,3 (Spring 2024),D,,D,,,,,,,,,,ND
3907,3 (Spring 2024),G,G,,,,,,,,,,,ND
3215,3 (Spring 2024),,,,,,,,,,,,,ND
3216,3 (Spring 2024),,,,,,,,,,,,,ND
3217,3 (Spring 2024),D,,D,,,,,,,,,,ND
3218,3 (Spring 2024),,,,,,,,,,,,,ND
3219,3 (Spring 2024),,,,,,,,,,,,,ND
3220,3 (Spring 2024),,,,,,,,,,,,,ND
3221,3 (Spring 2024),D,,D,,,,,,,,,,ND
3222,3 (Spring 2024),,,,,,,,,,,,,ND
4082,3 (Spring 2025),D,,D,,,,,,,,,,ND
3653,3 (Spring 2025),D,,D,,,,,,,,,,ND
3202,3 (Spring 2025),,,,,,,,,,,,,ND
3203,3 (Spring 2025),D,,D,,,,,,,,,,ND
3900,3 (Spring 2025),"D,W",,D,W,,,,,,,,,ND
4083,3 (Spring 2025),D,,D,,,,,,,,,,ND
4094,3 (Spring 2025),D,,D,,,,,,,,,,ND
3745,3 (Spring 2025),D,,D,,,,,,,,,,ND
3747,3 (Spring 2025),D,,D,,,,,,,,,,ND
4113,3 (Spring 2025),D,,D,,,,,,,,,,ND
3204,3 (Spring 2025),,,,,,,,,,,,,ND
3205,3 (Spring 2025),,,,,,,,,,,,,ND
3206,3 (Spring 2025),D,,D,,,,,,,,,,ND
3207,3 (Spring 2025),,,,,,,,,,,,,ND
4093,3 (Spring 2025),D,,D,,,,,,,,,,ND
3877,3 (Spring 2025),G,G,,,,,,,,,,,ND
3881,3 (Spring 2025),D,,D,,,,,,,,,,ND
3208,3 (Spring 2025),,,,,,,,,,,,,ND
3209,3 (Spring 2025),,,,,,,,,,,,,ND
3210,3 (Spring 2025),D,,D,,,,,,,,,,ND
3211,3 (Spring 2025),,,,,,,,,,,,,ND
3212,3 (Spring 2025),,,,,,,,,,,,,ND
3213,3 (Spring 2025),,,,,,,,,,,,,ND
3214,3 (Spring 2025),D,,D,,,,,,,,,,ND
3215,3 (Spring 2025),,,,,,,,,,,,,ND
5883,1 (Fall 2023),,,,,,,,,,,,,ND
5249,1 (Fall 2023),,,,,,,,,,,,,ND
5882,1 (Fall 2023),,,,,,,,,,,,,ND
5812,1 (Fall 2023),,,,,,,,,,,,,ND
5810,1 (Fall 2023),S,,,,S,,,,,,,,ND
6074,1 (Fall 2023),,,,,,,,,,,,,ND
5250,1 (Fall 2023),,,,,,,,,,,,,ND
5251,1 (Fall 2023),,,,,,,,,,,,,ND
5252,1 (Fall 2023),,,,,,,,,,,,,ND
5879,1 (Fall 2023),,,,,,,,,,,,,ND
6040,1 (Fall 2023),D,,D,,,,,,,,,,ND
5253,1 (Fall 2023),,,,,,,,,,,,,ND
5254,1 (Fall 2023),,,,,,,,,,,,,ND
5255,1 (Fall 2023),,,,,,,,,,,,,ND
5256,1 (Fall 2023),,,,,,,,,,,,,ND
5257,1 (Fall 2023),,,,,,,,,,,,,ND
5258,1 (Fall 2023),,,,,,,,,,,,,ND
5927,1 (Fall 2024),,,,,,,,,,,,,ND
5249,1 (Fall 2024),,,,,,,,,,,,,ND
5928,1 (Fall 2024),,,,,,,,,,,,,ND
5929,1 (Fall 2024),D,,D,,,,,,,,,,ND
5755,1 (Fall 2024),"A,M",,,,,,A,M,,,,,ND
5932,1 (Fall 2024),,,,,,,,,,,,,ND
6072,1 (Fall 2024),G,G,,,,,,,,,,,ND
5930,1 (Fall 2024),,,,,,,,,,,,,ND
5250,1 (Fall 2024),,,,,,,,,,,,,ND
5251,1 (Fall 2024),,,,,,,,,,,,,ND
5252,1 (Fall 2024),,,,,,,,,,,,,ND
5253,1 (Fall 2024),,,,,,,,,,,,,ND
5254,1 (Fall 2024),,,,,,,,,,,,,ND
5255,1 (Fall 2024),,,,,,,,,,,,,ND
5256,1 (Fall 2024),,,,,,,,,,,,,ND
5257,1 (Fall 2024),,,,,,,,,,,,,ND
5258,1 (Fall 2024),,,,,,,,,,,,,ND
1835,2 (Winter 2024),,,,,,,,,,,,,ND
1247,2 (Winter 2024),,,,,,,,,,,,,ND
1830,2 (Winter 2024),,,,,,,,,,,,,ND
2084,2 (Winter 2024),D,,D,,,,,,,,,,ND
1735,2 (Winter 2024),D,,D,,,,,,,,,,ND
2082,2 (Winter 2024),,,,,,,,,,,,,ND
1248,2 (Winter 2024),,,,,,,,,,,,,ND
1249,2 (Winter 2024),,,,,,,,,,,,,ND
1250,2 (Winter 2024),,,,,,,,,,,,,ND
1738,2 (Winter 2024),D,,D,,,,,,,,,,ND
2081,2 (Winter 2024),,,,,,,,,,,,,ND
1708,2 (Winter 2024),A,,,,,,A,,,,,,ND
1251,2 (Winter 2024),,,,,,,,,,,,,ND
1252,2 (Winter 2024),,,,,,,,,,,,,ND
1253,2 (Winter 2024),,,,,,,,,,,,,ND
1892,2 (Winter 2024),,,,,,,,,,,,,ND
1893,2 (Winter 2024),,,,,,,,,,,,,ND
1254,2 (Winter 2024),,,,,,,,,,,,,ND
1255,2 (Winter 2024),,,,,,,,,,,,,ND
1256,2 (Winter 2024),,,,,,,,,,,,,ND
1971,2 (Winter 2025),,,,,,,,,,,,,ND
1918,2 (Winter 2025),,,,,,,,,,,,,ND
1214,2 (Winter 2025),,,,,,,,,,,,,ND
1773,2 (Winter 2025),,,,,,,,,,,,,ND
1914,2 (Winter 2025),,,,,,,,,,,,,ND
1955,2 (Winter 2025),,,,,,,,,,,,,ND
1950,2 (Winter 2025),S,,,,S,,,,,,,,ND
1978,2 (Winter 2025),"A,M",,,,,,A,M,,,,,HU
1893,2 (Winter 2025),D,,D,,,,,,,,,,ND
1916,2 (Winter 2025),,,,,,,,,,,,,ND
2098,2 (Winter 2025),G,G,,,,,,,,,,,ND
1752,2 (Winter 2025),"D,A,M",,D,,,,A,M,,,,,ND
1917,2 (Winter 2025),,,,,,,,,,,,,ND
1215,2 (Winter 2025),,,,,,,,,,,,,ND
1216,2 (Winter 2025),,,,,,,,,,,,,ND
1217,2 (Winter 2025),,,,,,,,,,,,,ND
1896,2 (Winter 2025),D,,D,,,,,,,,,,ND
1822,2 (Winter 2025),,,,,,,,,,,,,ND
2014,2 (Winter 2025),G,G,,,,,,,,,,,ND
1218,2 (Winter 2025),,,,,,,,,,,,,ND
1219,2 (Winter 2025),,,,,,,,,,,,,ND
1220,2 (Winter 2025),,,,,,,,,,,,,ND
1912,2 (Winter 2025),,,,,,,,,,,,,ND
1913,2 (Winter 2025),,,,,,,,,,,,,ND
1221,2 (Winter 2025),,,,,,,,,,,,,ND
1222,2 (Winter 2025),,,,,,,,,,,,,ND
1223,2 (Winter 2025),,,,,,,,,,,,,ND
4098,3 (Spring 2024),,,,,,,,,,,,,ND
3223,3 (Spring 2024),,,,,,,,,,,,,ND
3891,3 (Spring 2024),,,,,,,,,,,,,ND
3845,3 (Spring 2024),,,,,,,,,,,,,ND
3841,3 (Spring 2024),,,,,,,,,,,,,ND
4099,3 (Spring 2024),,,,,,,,,,,,,ND
3224,3 (Spring 2024),,,,,,,,,,,,,ND
3225,3 (Spring 2024),,,,,,,,,,,,,ND
3226,3 (Spring 2024),,,,,,,,,,,,,ND
3893,3 (Spring 2024),,,,,,,,,,,,,ND
3894,3 (Spring 2024),,,,,,,,,,,,,ND
3847,3 (Spring 2024),,,,,,,,,,,,,ND
3843,3 (Spring 2024),,,,,,,,,,,,,ND
4078,3 (Spring 2024),"G,A,M",G,,,,,A,M,,,,,ND
3227,3 (Spring 2024),,,,,,,,,,,,,ND
3228,3 (Spring 2024),,,,,,,,,,,,,ND
3229,3 (Spring 2024),,,,,,,,,,,,,ND
3896,3 (Spring 2024),,,,,,,,,,,,,ND
3230,3 (Spring 2024),,,,,,,,,,,,,ND
3231,3 (Spring 2024),,,,,,,,,,,,,ND
3232,3 (Spring 2024),,,,,,,,,,,,,ND
3912,3 (Spring 2025),,,,,,,,,,,,,ND
4097,3 (Spring 2025),,,,,,,,,,,,,ND
3216,3 (Spring 2025),,,,,,,,,,,,,ND
3915,3 (Spring 2025),,,,,,,,,,,,,ND
3917,3 (Spring 2025),,,,,,,,,,,,,ND
3907,3 (Spring 2025),,,,,,,,,,,,,ND
3958,3 (Spring 2025),,,,,,,,,,,,,ND
3951,3 (Spring 2025),,,,,,,,,,,,,ND
3217,3 (Spring 2025),,,,,,,,,,,,,ND
3218,3 (Spring 2025),,,,,,,,,,,,,ND
3219,3 (Spring 2025),,,,,,,,,,,,,ND
3916,3 (Spring 2025),,,,,,,,,,,,,ND
3960,3 (Spring 2025),,,,,,,,,,,,,ND
3953,3 (Spring 2025),,,,,,,,,,,,,ND
3220,3 (Spring 2025),,,,,,,,,,,,,ND
3221,3 (Spring 2025),,,,,,,,,,,,,ND
3222,3 (Spring 2025),,,,,,,,,,,,,ND
3913,3 (Spring 2025),,,,,,,,,,,,,ND
3914,3 (Spring 2025),,,,,,,,,,,,,ND
3223,3 (Spring 2025),,,,,,,,,,,,,ND
3224,3 (Spring 2025),,,,,,,,,,,,,ND
3225,3 (Spring 2025),,,,,,,,,,,,,ND
5638,1 (Fall 2023),,,,,,,,,,,,,HU
5639,1 (Fall 2023),,,,,,,,,,,,,HU
5640,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5989,1 (Fall 2023),"A,W,Hum",,,W,,,A,,,,Hum,,HU
5641,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5751,1 (Fall 2024),,,,,,,,,,,,,HU
5752,1 (Fall 2024),,,,,,,,,,,,,HU
5259,1 (Fall 2024),,,,,,,,,,,,,HU
5260,1 (Fall 2024),,,,,,,,,,,,,HU
5753,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
5754,1 (Fall 2024),"A,S,M,Hum",,,,S,,A,M,,,Hum,,HU
5261,1 (Fall 2024),,,,,,,,,,,,,HU
5262,1 (Fall 2024),,,,,,,,,,,,,HU
5263,1 (Fall 2024),,,,,,,,,,,,,HU
5264,1 (Fall 2024),,,,,,,,,,,,,HU
5265,1 (Fall 2024),,,,,,,,,,,,,HU
5266,1 (Fall 2024),,,,,,,,,,,,,HU
5267,1 (Fall 2024),,,,,,,,,,,,,HU
5268,1 (Fall 2024),,,,,,,,,,,,,HU
5269,1 (Fall 2024),,,,,,,,,,,,,HU
5270,1 (Fall 2024),,,,,,,,,,,,,HU
5271,1 (Fall 2024),,,,,,,,,,,,,HU
5272,1 (Fall 2024),,,,,,,,,,,,,HU
1630,2 (Winter 2024),M,,,,,,,M,,,,,HU
1631,2 (Winter 2024),M,,,,,,,M,,,,,HU
1632,2 (Winter 2024),"A,M",,,,,,A,M,,,,,HU
1633,2 (Winter 2024),"G,A,M,Hum",G,,,,,A,M,,,Hum,,HU
1636,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1638,2 (Winter 2024),"W,Hum",,,W,,,,,,,Hum,,HU
1748,2 (Winter 2025),M,,,,,,,M,,,,,HU
1967,2 (Winter 2025),M,,,,,,,M,,,,,HU
1224,2 (Winter 2025),,,,,,,,,,,,,HU
1225,2 (Winter 2025),,,,,,,,,,,,,HU
1708,2 (Winter 2025),"A,M",,,,,,A,M,,,,,HU
1711,2 (Winter 2025),"W,Hum",,,W,,,,,,,Hum,,HU
1712,2 (Winter 2025),"G,A,M,Hum",G,,,,,A,M,,,Hum,,HU
1226,2 (Winter 2025),,,,,,,,,,,,,HU
1227,2 (Winter 2025),,,,,,,,,,,,,HU
1228,2 (Winter 2025),,,,,,,,,,,,,HU
1229,2 (Winter 2025),,,,,,,,,,,,,HU
1709,2 (Winter 2025),Hum,,,,,,,,,,Hum,,HU
1230,2 (Winter 2025),,,,,,,,,,,,,HU
1231,2 (Winter 2025),,,,,,,,,,,,,HU
1232,2 (Winter 2025),,,,,,,,,,,,,HU
1233,2 (Winter 2025),,,,,,,,,,,,,HU
1234,2 (Winter 2025),,,,,,,,,,,,,HU
1235,2 (Winter 2025),,,,,,,,,,,,,HU
1236,2 (Winter 2025),,,,,,,,,,,,,HU
1237,2 (Winter 2025),,,,,,,,,,,,,HU
3635,3 (Spring 2024),"A,M",,,,,,A,M,,,,,HU
3636,3 (Spring 2024),"A,M",,,,,,A,M,,,,,HU
3649,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3637,3 (Spring 2024),"G,Hum",G,,,,,,,,,Hum,,HU
3638,3 (Spring 2024),"G,A,M,Hum",G,,,,,A,M,,,Hum,,HU
3226,3 (Spring 2025),,,,,,,,,,,,,HU
3227,3 (Spring 2025),,,,,,,,,,,,,HU
3724,3 (Spring 2025),"A,M",,,,,,A,M,,,,,HU
3725,3 (Spring 2025),"A,M",,,,,,A,M,,,,,HU
4084,3 (Spring 2025),"G,A,S,M",G,,,S,,A,M,,,,,HU
3228,3 (Spring 2025),,,,,,,,,,,,,HU
3229,3 (Spring 2025),,,,,,,,,,,,,HU
3230,3 (Spring 2025),,,,,,,,,,,,,HU
3231,3 (Spring 2025),,,,,,,,,,,,,HU
3735,3 (Spring 2025),"G,Hum",G,,,,,,,,,Hum,,HU
3728,3 (Spring 2025),"G,Hum",G,,,,,,,,,Hum,,HU
3730,3 (Spring 2025),,,,,,,,,,,,,HU
3731,3 (Spring 2025),,,,,,,,,,,,,HU
3732,3 (Spring 2025),"G,Hum",G,,,,,,,,,Hum,,HU
3726,3 (Spring 2025),"D,Hum",,D,,,,,,,,Hum,,HU
3232,3 (Spring 2025),,,,,,,,,,,,,HU
3233,3 (Spring 2025),,,,,,,,,,,,,HU
3234,3 (Spring 2025),,,,,,,,,,,,,HU
3235,3 (Spring 2025),,,,,,,,,,,,,HU
3236,3 (Spring 2025),,,,,,,,,,,,,HU
3237,3 (Spring 2025),,,,,,,,,,,,,HU
3238,3 (Spring 2025),,,,,,,,,,,,,HU
3239,3 (Spring 2025),,,,,,,,,,,,,HU
5003,1 (Fall 2023),,,,,,,,,,,,,ND
5004,1 (Fall 2023),,,,,,,,,,,,,ND
5005,1 (Fall 2023),,,,,,,,,,,,,ND
5006,1 (Fall 2023),,,,,,,,,,,,,ND
5007,1 (Fall 2023),,,,,,,,,,,,,ND
5008,1 (Fall 2023),,,,,,,,,,,,,ND
5009,1 (Fall 2023),,,,,,,,,,,,,ND
5010,1 (Fall 2023),,,,,,,,,,,,,ND
5011,1 (Fall 2023),,,,,,,,,,,,,ND
5012,1 (Fall 2023),,,,,,,,,,,,,ND
5013,1 (Fall 2023),,,,,,,,,,,,,ND
5014,1 (Fall 2023),,,,,,,,,,,,,ND
5015,1 (Fall 2023),,,,,,,,,,,,,ND
5016,1 (Fall 2023),,,,,,,,,,,,,ND
5017,1 (Fall 2023),,,,,,,,,,,,,ND
5018,1 (Fall 2023),,,,,,,,,,,,,ND
5019,1 (Fall 2023),,,,,,,,,,,,,ND
5020,1 (Fall 2023),,,,,,,,,,,,,ND
5021,1 (Fall 2023),,,,,,,,,,,,,ND
5022,1 (Fall 2023),,,,,,,,,,,,,ND
5023,1 (Fall 2023),,,,,,,,,,,,,ND
5024,1 (Fall 2023),,,,,,,,,,,,,ND
5025,1 (Fall 2023),,,,,,,,,,,,,ND
5026,1 (Fall 2023),,,,,,,,,,,,,ND
5029,1 (Fall 2023),,,,,,,,,,,,,ND
6127,1 (Fall 2023),,,,,,,,,,,,,ND
6129,1 (Fall 2023),,,,,,,,,,,,,ND
5002,1 (Fall 2024),,,,,,,,,,,,,ND
5003,1 (Fall 2024),,,,,,,,,,,,,ND
5004,1 (Fall 2024),,,,,,,,,,,,,ND
5005,1 (Fall 2024),,,,,,,,,,,,,ND
5006,1 (Fall 2024),,,,,,,,,,,,,ND
5007,1 (Fall 2024),,,,,,,,,,,,,ND
5008,1 (Fall 2024),,,,,,,,,,,,,ND
5009,1 (Fall 2024),,,,,,,,,,,,,ND
5010,1 (Fall 2024),,,,,,,,,,,,,ND
5011,1 (Fall 2024),,,,,,,,,,,,,ND
5012,1 (Fall 2024),,,,,,,,,,,,,ND
5013,1 (Fall 2024),,,,,,,,,,,,,ND
5014,1 (Fall 2024),,,,,,,,,,,,,ND
5015,1 (Fall 2024),,,,,,,,,,,,,ND
5016,1 (Fall 2024),,,,,,,,,,,,,ND
5017,1 (Fall 2024),,,,,,,,,,,,,ND
5018,1 (Fall 2024),,,,,,,,,,,,,ND
5019,1 (Fall 2024),,,,,,,,,,,,,ND
5020,1 (Fall 2024),,,,,,,,,,,,,ND
5021,1 (Fall 2024),,,,,,,,,,,,,ND
5022,1 (Fall 2024),,,,,,,,,,,,,ND
5023,1 (Fall 2024),,,,,,,,,,,,,ND
5024,1 (Fall 2024),,,,,,,,,,,,,ND
5025,1 (Fall 2024),,,,,,,,,,,,,ND
5026,1 (Fall 2024),,,,,,,,,,,,,ND
5027,1 (Fall 2024),,,,,,,,,,,,,ND
5028,1 (Fall 2024),,,,,,,,,,,,,ND
5030,1 (Fall 2024),,,,,,,,,,,,,ND
6105,1 (Fall 2024),,,,,,,,,,,,,ND
5576,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5259,1 (Fall 2023),,,,,,,,,,,,,NS
5260,1 (Fall 2023),,,,,,,,,,,,,NS
5580,1 (Fall 2023),"W,Lab",,,W,,,,,Lab,,,,NS
5579,1 (Fall 2023),,,,,,,,,,,,,NS
5261,1 (Fall 2023),,,,,,,,,,,,,NS
5262,1 (Fall 2023),,,,,,,,,,,,,NS
5263,1 (Fall 2023),,,,,,,,,,,,,NS
5264,1 (Fall 2023),,,,,,,,,,,,,NS
5691,1 (Fall 2023),,,,,,,,,,,,,NS
5265,1 (Fall 2023),,,,,,,,,,,,,NS
5266,1 (Fall 2023),,,,,,,,,,,,,NS
5267,1 (Fall 2023),,,,,,,,,,,,,NS
5268,1 (Fall 2023),,,,,,,,,,,,,NS
5577,1 (Fall 2023),,,,,,,,,,,,,NS
5269,1 (Fall 2023),,,,,,,,,,,,,NS
5270,1 (Fall 2023),,,,,,,,,,,,,NS
5271,1 (Fall 2023),,,,,,,,,,,,,NS
5272,1 (Fall 2023),,,,,,,,,,,,,NS
5843,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5844,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5273,1 (Fall 2024),,,,,,,,,,,,,NS
5274,1 (Fall 2024),,,,,,,,,,,,,NS
5848,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5850,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5275,1 (Fall 2024),,,,,,,,,,,,,NS
5276,1 (Fall 2024),,,,,,,,,,,,,NS
5277,1 (Fall 2024),,,,,,,,,,,,,NS
5278,1 (Fall 2024),,,,,,,,,,,,,NS
6099,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5279,1 (Fall 2024),,,,,,,,,,,,,NS
5280,1 (Fall 2024),,,,,,,,,,,,,NS
5281,1 (Fall 2024),,,,,,,,,,,,,NS
5282,1 (Fall 2024),,,,,,,,,,,,,NS
5283,1 (Fall 2024),,,,,,,,,,,,,NS
5284,1 (Fall 2024),,,,,,,,,,,,,NS
5285,1 (Fall 2024),,,,,,,,,,,,,NS
5286,1 (Fall 2024),,,,,,,,,,,,,NS
1257,2 (Winter 2024),,,,,,,,,,,,,NS
1258,2 (Winter 2024),,,,,,,,,,,,,NS
1576,2 (Winter 2024),,,,,,,,,,,,,NS
1578,2 (Winter 2024),S,,,,S,,,,,,,,NS
1574,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1259,2 (Winter 2024),,,,,,,,,,,,,NS
1260,2 (Winter 2024),,,,,,,,,,,,,NS
1261,2 (Winter 2024),,,,,,,,,,,,,NS
1262,2 (Winter 2024),,,,,,,,,,,,,NS
1263,2 (Winter 2024),,,,,,,,,,,,,NS
1264,2 (Winter 2024),,,,,,,,,,,,,NS
1265,2 (Winter 2024),,,,,,,,,,,,,NS
1266,2 (Winter 2024),,,,,,,,,,,,,NS
1267,2 (Winter 2024),,,,,,,,,,,,,NS
1268,2 (Winter 2024),,,,,,,,,,,,,NS
1269,2 (Winter 2024),,,,,,,,,,,,,NS
1270,2 (Winter 2024),,,,,,,,,,,,,NS
1812,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1813,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1238,2 (Winter 2025),,,,,,,,,,,,,NS
1239,2 (Winter 2025),,,,,,,,,,,,,NS
1820,2 (Winter 2025),,,,,,,,,,,,,NS
1817,2 (Winter 2025),S,,,,S,,,,,,,,NS
1814,2 (Winter 2025),S,,,,S,,,,,,,,NS
1240,2 (Winter 2025),,,,,,,,,,,,,NS
1241,2 (Winter 2025),,,,,,,,,,,,,NS
1242,2 (Winter 2025),,,,,,,,,,,,,NS
1243,2 (Winter 2025),,,,,,,,,,,,,NS
1819,2 (Winter 2025),,,,,,,,,,,,,NS
1244,2 (Winter 2025),,,,,,,,,,,,,NS
1245,2 (Winter 2025),,,,,,,,,,,,,NS
1246,2 (Winter 2025),,,,,,,,,,,,,NS
1247,2 (Winter 2025),,,,,,,,,,,,,NS
1809,2 (Winter 2025),,,,,,,,,,,,,NS
1852,2 (Winter 2025),,,,,,,,,,,,,NS
1248,2 (Winter 2025),,,,,,,,,,,,,NS
1249,2 (Winter 2025),,,,,,,,,,,,,NS
1250,2 (Winter 2025),,,,,,,,,,,,,NS
1251,2 (Winter 2025),,,,,,,,,,,,,NS
3551,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3552,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3555,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3556,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3233,3 (Spring 2024),,,,,,,,,,,,,NS
3234,3 (Spring 2024),,,,,,,,,,,,,NS
3553,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3235,3 (Spring 2024),,,,,,,,,,,,,NS
3236,3 (Spring 2024),,,,,,,,,,,,,NS
3237,3 (Spring 2024),,,,,,,,,,,,,NS
3238,3 (Spring 2024),,,,,,,,,,,,,NS
3650,3 (Spring 2024),,,,,,,,,,,,,NS
3239,3 (Spring 2024),,,,,,,,,,,,,NS
3240,3 (Spring 2024),,,,,,,,,,,,,NS
3241,3 (Spring 2024),,,,,,,,,,,,,NS
3242,3 (Spring 2024),,,,,,,,,,,,,NS
3243,3 (Spring 2024),,,,,,,,,,,,,NS
3244,3 (Spring 2024),,,,,,,,,,,,,NS
3245,3 (Spring 2024),,,,,,,,,,,,,NS
3246,3 (Spring 2024),,,,,,,,,,,,,NS
3847,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3848,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3240,3 (Spring 2025),,,,,,,,,,,,,NS
3241,3 (Spring 2025),,,,,,,,,,,,,NS
3843,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3844,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3242,3 (Spring 2025),,,,,,,,,,,,,NS
3243,3 (Spring 2025),,,,,,,,,,,,,NS
3244,3 (Spring 2025),,,,,,,,,,,,,NS
3245,3 (Spring 2025),,,,,,,,,,,,,NS
3849,3 (Spring 2025),,,,,,,,,,,,,NS
3867,3 (Spring 2025),,,,,,,,,,,,,NS
3246,3 (Spring 2025),,,,,,,,,,,,,NS
3247,3 (Spring 2025),,,,,,,,,,,,,NS
3248,3 (Spring 2025),,,,,,,,,,,,,NS
3249,3 (Spring 2025),,,,,,,,,,,,,NS
3250,3 (Spring 2025),,,,,,,,,,,,,NS
3251,3 (Spring 2025),,,,,,,,,,,,,NS
3252,3 (Spring 2025),,,,,,,,,,,,,NS
3253,3 (Spring 2025),,,,,,,,,,,,,NS
5038,1 (Fall 2023),,,,,,,,,,,,,HU
5039,1 (Fall 2023),,,,,,,,,,,,,HU
5273,1 (Fall 2023),,,,,,,,,,,,,HU
5274,1 (Fall 2023),,,,,,,,,,,,,HU
5041,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5799,1 (Fall 2023),"D,Hum",,D,,,,,,,,Hum,,HU
5275,1 (Fall 2023),,,,,,,,,,,,,HU
5276,1 (Fall 2023),,,,,,,,,,,,,HU
5277,1 (Fall 2023),,,,,,,,,,,,,HU
5278,1 (Fall 2023),,,,,,,,,,,,,HU
5279,1 (Fall 2023),,,,,,,,,,,,,HU
5280,1 (Fall 2023),,,,,,,,,,,,,HU
5281,1 (Fall 2023),,,,,,,,,,,,,HU
5282,1 (Fall 2023),,,,,,,,,,,,,HU
5042,1 (Fall 2023),Hum,,,,,,,,,,Hum,,HU
5283,1 (Fall 2023),,,,,,,,,,,,,HU
5969,1 (Fall 2023),,,,,,,,,,,,,HU
5970,1 (Fall 2023),,,,,,,,,,,,,HU
5284,1 (Fall 2023),,,,,,,,,,,,,HU
5285,1 (Fall 2023),,,,,,,,,,,,,HU
5788,1 (Fall 2024),,,,,,,,,,,,,HU
5789,1 (Fall 2024),,,,,,,,,,,,,HU
5287,1 (Fall 2024),,,,,,,,,,,,,HU
5288,1 (Fall 2024),,,,,,,,,,,,,HU
5790,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
5289,1 (Fall 2024),,,,,,,,,,,,,HU
5290,1 (Fall 2024),,,,,,,,,,,,,HU
5291,1 (Fall 2024),,,,,,,,,,,,,HU
5292,1 (Fall 2024),,,,,,,,,,,,,HU
5791,1 (Fall 2024),Hum,,,,,,,,,,Hum,,HU
5293,1 (Fall 2024),,,,,,,,,,,,,HU
5294,1 (Fall 2024),,,,,,,,,,,,,HU
5295,1 (Fall 2024),,,,,,,,,,,,,HU
5296,1 (Fall 2024),,,,,,,,,,,,,HU
5297,1 (Fall 2024),,,,,,,,,,,,,HU
5298,1 (Fall 2024),,,,,,,,,,,,,HU
5299,1 (Fall 2024),,,,,,,,,,,,,HU
5300,1 (Fall 2024),,,,,,,,,,,,,HU
1028,2 (Winter 2024),M,,,,,,,M,,,,,HU
1029,2 (Winter 2024),M,,,,,,,M,,,,,HU
1271,2 (Winter 2024),,,,,,,,,,,,,HU
1272,2 (Winter 2024),,,,,,,,,,,,,HU
1033,2 (Winter 2024),"A,M",,,,,,A,M,,,,,HU
1273,2 (Winter 2024),,,,,,,,,,,,,HU
1274,2 (Winter 2024),,,,,,,,,,,,,HU
1275,2 (Winter 2024),,,,,,,,,,,,,HU
1276,2 (Winter 2024),,,,,,,,,,,,,HU
1814,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1277,2 (Winter 2024),,,,,,,,,,,,,HU
1278,2 (Winter 2024),,,,,,,,,,,,,HU
1279,2 (Winter 2024),,,,,,,,,,,,,HU
1280,2 (Winter 2024),,,,,,,,,,,,,HU
1040,2 (Winter 2024),Hum,,,,,,,,,,Hum,,HU
1281,2 (Winter 2024),,,,,,,,,,,,,HU
1981,2 (Winter 2024),,,,,,,,,,,,,HU
1282,2 (Winter 2024),,,,,,,,,,,,,HU
1283,2 (Winter 2024),,,,,,,,,,,,,HU
