GEOID10_Tract,Tract Pop,geo_pr_white,geo_pr_black,geo_pr_aian,geo_pr_api,geo_pr_mult,geo_pr_hispanic,here,here_given_white,here_given_black,here_given_aian,here_given_api,here_given_mult,here_given_hispanic
55001950100,2585,0.982591876,0.001160542,0.003481625,0.004642166,0.00270793,0.005415861,0.000594595,0.000676211,1.27649E-05,0.000260994,0.000134606,0.000213454,7.00624E-05
55001950201,1164,0.975945017,0.00257732,0.004295533,0.000859107,0.003436426,0.012886598,0.00026774,0.000302431,1.27649E-05,0.000144997,1.12172E-05,0.000121974,7.50668E-05
55001950202,2295,0.961220044,0.003050109,0.003485839,0.006535948,0.006100218,0.019607843,0.00052789,0.000587292,2.97847E-05,0.000231994,0.000168258,0.000426908,0.0002252
55001950400,3764,0.952178533,0.009564293,0.005579171,0.004516472,0.00717322,0.02098831,0.000865786,0.000954149,0.000153178,0.000608985,0.000190692,0.000823323,0.000395352
55001950501,1237,0.975747777,0.00323363,0.001616815,0.001616815,0.00323363,0.014551334,0.000284532,0.000321333,1.70198E-05,5.79986E-05,2.24344E-05,0.000121974,9.00802E-05
55001950502,3551,0.713544577,0.145920288,0.020845755,0.006760786,0.008450982,0.104477612,0.000816792,0.000674559,0.00220476,0.002146623,0.000269298,0.000915092,0.001856652
55001950700,2858,0.957312806,0.006298111,0.010496851,0.001049685,0.008747376,0.016095171,0.00065739,0.000728391,7.65892E-05,0.000869979,3.36516E-05,0.000762336,0.000230205
55003940000,1277,0.366483947,0.001566171,0.566953798,0.000783085,0.032889585,0.031323414,0.000293732,0.000124593,8.50991E-06,0.020995495,1.12172E-05,0.001280725,0.000200178
55003950300,2198,0.909918107,0.003639672,0.035031847,0.008644222,0.023657871,0.01910828,0.000505579,0.000532449,3.40396E-05,0.002232946,0.000213127,0.00158566,0.000210187
55003950400,1920,0.886351637,0.0031283,0.072993664,0.004171067,0.020855333,0.0125,0.000441634,0.00045306,2.55567E-05,0.004064189,8.98324E-05,0.001221026,0.000120107
55003950500,1535,0.953745928,0.000651466,0.016938111,0.004560261,0.020846906,0.003257329,0.000353077,0.000389753,4.25496E-06,0.000753982,7.85204E-05,0.000975791,2.50223E-05
55003950600,1132,0.969964664,0,0.00795053,0.001766784,0.008833922,0.011484099,0.00026038,0.000292315,0,0.000260994,2.24344E-05,0.000304935,6.50579E-05
55003950700,1740,0.979310345,0.000574713,0.007471264,0.000574713,0.008045977,0.004022989,0.000400231,0.000453647,4.25496E-06,0.000376991,1.12172E-05,0.000426908,3.50312E-05
55003950800,2611,0.876505185,0.0042195,0.06904636,0.002301545,0.034139589,0.013787821,0.000600576,0.00060927,4.68773E-05,0.005227996,6.74079E-05,0.00271814,0.00018016
55003990000,0,,,,,,,0,0,0,0,0,0,0
55005000100,3075,0.980813008,0.002276423,0.002926829,0.001300813,0.006178862,0.006504065,0.000707304,0.000802934,2.97847E-05,0.000260994,4.48688E-05,0.000579376,0.000100089
55005000200,3118,0.946760744,0.001282874,0.030788967,0,0.005772931,0.015394484,0.000717195,0.000785895,1.70198E-05,0.002783933,0,0.000548882,0.000240214
55005000300,3280,0.964939024,0.000609756,0.01554878,0.00304878,0.006097561,0.009756098,0.000754458,0.000842601,8.50991E-06,0.001478964,0.000112172,0.000609869,0.000160143
55005000400,4219,0.899976298,0.052382081,0.006873667,0.005214506,0.009006874,0.026546575,0.000970444,0.001010855,0.000940345,0.00084098,0.000246778,0.001158751,0.000560499
55005000500,3279,0.966148216,0.003659652,0.006709363,0.006404392,0.00579445,0.011283928,0.000754228,0.0008434,5.10595E-05,0.000637985,0.000235561,0.000579376,0.000185165
55005000600,4950,0.956763335,0.001818558,0.007072168,0.006465982,0.005657735,0.022222222,0.001138587,0.001260834,3.83025E-05,0.001015185,0.000359025,0.000853993,0.00055049
55005000800,4077,0.973015902,0.002208054,0.002208054,0.005642805,0.00392543,0.012999755,0.000937782,0.00105611,3.83041E-05,0.000261059,0.00025806,0.000488017,0.000265236
55005000900,3835,0.974442042,0.000782475,0.003912374,0.005998974,0.003912374,0.01095176,0.000882117,0.000994878,1.27682E-05,0.000435104,0.000258064,0.000457522,0.000210187
55005001001,1430,0.988811189,0.000699301,0.002097902,0.002097902,0.003496503,0.002797203,0.000328925,0.000376442,4.25496E-06,8.69979E-05,3.36516E-05,0.000152467,2.00178E-05
55005001002,4457,0.983396904,0.001121831,0.002019295,0.002019295,0.003365492,0.008077182,0.001025188,0.001166863,2.12748E-05,0.000260994,0.000100955,0.000457402,0.00018016
55007960100,2137,0.592231746,0.000936335,0.361425224,0.002340837,0.031367215,0.011698643,0.000491548,0.000336934,8.51394E-06,0.022398066,5.61126E-05,0.00204403,0.000125111
55007960200,1383,0.966662917,0,0.010877677,0.001450357,0.013778391,0.007230658,0.000318114,0.000355914,0,0.000436261,2.25E-05,0.000581069,5.00445E-05
55007960300,2937,0.914198161,0.003404835,0.039155601,0.003064351,0.028260129,0.011916922,0.000675562,0.000714813,4.25496E-05,0.00333492,0.000100955,0.002530957,0.000175156
55007960400,3921,0.960961438,0.002551677,0.016585898,0.00331718,0.012503216,0.004080592,0.000901899,0.001003116,4.25714E-05,0.001885921,0.000145898,0.001494945,8.00713E-05
55007960600,1783,0.989904655,0,0.001121705,0.00224341,0.003925967,0.002804262,0.000410121,0.000469887,0,5.79986E-05,4.48688E-05,0.000213454,2.50223E-05
55007990000,0,,,,,,,0,0,0,0,0,0,0
55009000100,1875,0.7152,0.051733333,0.049066667,0.079466667,0.019733333,0.0848,0.000431283,0.000357007,0.000412731,0.002667936,0.001671363,0.001128258,0.000795708
55009000200,4575,0.877377049,0.030163934,0.021202186,0.02557377,0.013114754,0.032568306,0.00105233,0.001068626,0.000587184,0.002812932,0.001312412,0.001829607,0.000745664
55009000302,3610,0.820423258,0.038803803,0.037972293,0.039358143,0.013026991,0.050415512,0.000830363,0.000788485,0.000596042,0.003975224,0.001593772,0.001434029,0.000910811
55009000303,2200,0.835,0.04,0.047272727,0.038181818,0.013636364,0.025909091,0.000506039,0.000489055,0.000374436,0.003015927,0.000942245,0.000914804,0.000285254
55009000401,3739,0.803423375,0.028884729,0.043861995,0.046803958,0.012837657,0.064188286,0.000860036,0.000799739,0.000459535,0.004755886,0.00196301,0.001463686,0.001201069
55009000402,1853,0.935240151,0.003777658,0.016189962,0.016189962,0.003777658,0.024824609,0.000426223,0.000461367,2.97847E-05,0.000869979,0.000336516,0.000213454,0.000230205
55009000500,2117,0.779719252,0.048230057,0.052012806,0.038300339,0.01796806,0.063769485,0.000486947,0.000439448,0.000434444,0.003193145,0.000909511,0.001159922,0.000675601
55009000600,3210,0.918380062,0.009345794,0.012149533,0.027725857,0.008411215,0.023987539,0.000738356,0.00078483,0.000127649,0.001130973,0.000998331,0.000823323,0.000385343
55009000700,3721,0.829695933,0.023151801,0.040381048,0.033381666,0.012921935,0.060467616,0.000855895,0.000821915,0.000366555,0.004357374,0.001393324,0.001466202,0.001126002
55009000800,1300,0.607455466,0.086999325,0.074680837,0.081609987,0.026946694,0.122307692,0.000299023,0.000210236,0.000481232,0.0028154,0.001190066,0.001068207,0.000795708
55009000900,2733,0.550186823,0.032234647,0.036263978,0.030403133,0.013553204,0.337358214,0.000628638,0.000400312,0.00037485,0.002874105,0.000932057,0.001129505,0.004614107
55009001000,1373,0.79206961,0.068621699,0.054751356,0.010950271,0.019710488,0.053896577,0.000315814,0.000289522,0.000400892,0.002179982,0.000168647,0.000825229,0.00037033
55009001100,1401,0.593147752,0.04496788,0.039257673,0.067094932,0.012847966,0.242683797,0.000322255,0.000221233,0.000268062,0.001594962,0.001054417,0.000548882,0.001701514
55009001200,1577,0.568077108,0.089060241,0.066159036,0.042621687,0.029262651,0.204819277,0.000362738,0.000238499,0.0005976,0.003025578,0.000753957,0.001407188,0.001616439
55009001300,2239,0.823536662,0.025917052,0.02815128,0.025917052,0.012958526,0.083519428,0.000515009,0.000490891,0.000246908,0.001827847,0.000650915,0.000884741,0.000935833
55009001400,2811,0.764852366,0.025257915,0.028103878,0.034151547,0.011739594,0.135894699,0.000646579,0.000572383,0.000302102,0.002290945,0.001076851,0.001006284,0.001911701
55009001600,4566,0.603589184,0.037957444,0.025451234,0.051121876,0.007898659,0.273981603,0.00105026,0.000733712,0.000737442,0.003370019,0.002618347,0.001099755,0.006260572
55009001701,2536,0.603107274,0.026479808,0.018970609,0.037545997,0.007113978,0.306782334,0.000583325,0.000407185,0.000285732,0.001395141,0.001068064,0.000550134,0.003893465
55009001702,2732,0.664224779,0.038489846,0.019794778,0.015029369,0.010997099,0.251464129,0.000628408,0.000483108,0.000447427,0.001568263,0.000460581,0.000916148,0.00343806
55009001801,3953,0.842398179,0.038198836,0.023779408,0.021755629,0.00935998,0.064507969,0.000909259,0.000886528,0.000642498,0.002725934,0.000964679,0.001128258,0.001276136
55009001802,4307,0.939127299,0.007901591,0.003950795,0.02556397,0.006507192,0.016949153,0.000990686,0.001076831,0.000144805,0.000493454,0.001235059,0.000854624,0.000365325
55009002001,6325,0.851067194,0.01486166,0.009011858,0.030355731,0.006166008,0.088537549,0.001454861,0.001433088,0.000399966,0.00165296,0.002153703,0.001189245,0.002802494
55009002002,3845,0.84911256,0.01040898,0.007546511,0.048661982,0.008327184,0.075942783,0.000884418,0.00086918,0.000170294,0.000841453,0.002098798,0.00097634,0.001461301
55009002003,2373,0.912700625,0.00759529,0.002531763,0.038398408,0.003375684,0.03539823,0.000545832,0.0005766,7.66897E-05,0.000174224,0.001022105,0.000244268,0.000420374
55009010100,4609,0.967016097,0.005208345,0.00542536,0.006510432,0.00542536,0.010414407,0.001060151,0.001186557,0.000102141,0.000725142,0.00033659,0.000762504,0.000240214
55009010201,3971,0.924200453,0.01183581,0.010576681,0.020146059,0.009065727,0.024175271,0.0009134,0.000977045,0.000199983,0.001217971,0.000897376,0.001097764,0.000480428
55009010202,3773,0.944871455,0.006626027,0.011131725,0.017757752,0.009011397,0.010601643,0.000867856,0.000949091,0.000106374,0.001217971,0.000751552,0.001036778,0.000200178
55009010300,5070,0.948119571,0.007102019,0.009469359,0.011244864,0.005326514,0.018737673,0.001166189,0.001279733,0.000153209,0.001392246,0.000639509,0.000823489,0.000475423
55009020100,4353,0.977020733,0.000919333,0.003907164,0.005286163,0.004136997,0.008729612,0.001001266,0.001132246,1.70277E-05,0.000493217,0.000258115,0.000549137,0.000190169
55009020203,4609,0.979168199,0.0015191,0.004557299,0.004991327,0.002604171,0.007159905,0.001060151,0.001201468,2.97912E-05,0.000609118,0.000258052,0.000366001,0.000165147
55009020204,3613,0.977304179,0.001107113,0.004982009,0.005258788,0.004151675,0.007196236,0.000831053,0.000940039,1.70198E-05,0.000521987,0.000213127,0.000457402,0.000130116
55009020502,4031,0.895807492,0.030761598,0.015628876,0.020590424,0.008434632,0.028776978,0.000927201,0.000961337,0.000527614,0.001826956,0.000931028,0.001036778,0.000580517
55009020503,5660,0.965185822,0.003004607,0.010251012,0.005832472,0.004772023,0.010954064,0.001301899,0.001454373,7.23601E-05,0.001682561,0.0003703,0.000823618,0.000310276
55009020504,3065,0.97096248,0.001631321,0.006199021,0.008482871,0.003588907,0.0091354,0.000705004,0.000792285,2.12748E-05,0.000550987,0.000291647,0.000335428,0.000140125
55009020600,3872,0.979080579,0.002066116,0.001807851,0.004907025,0.004390496,0.007747934,0.000890628,0.001009258,3.40396E-05,0.000202995,0.000213127,0.000518389,0.000150134
55009020702,4017,0.958916684,0.008217152,0.003735069,0.016434303,0.002988055,0.009708738,0.000923981,0.001025489,0.000140449,0.000435099,0.000740521,0.000366014,0.000195174
55009020703,5032,0.936208267,0.004570747,0.00536566,0.026232114,0.00536566,0.022257552,0.001157448,0.001254185,9.7864E-05,0.000782981,0.001480671,0.000823323,0.000560499
55009020704,5864,0.833709178,0.009041659,0.005629712,0.037019622,0.005970907,0.108628922,0.001348823,0.001301538,0.000225599,0.000957343,0.002435064,0.00106768,0.003187837
55009020800,1801,0.932815103,0.00388673,0.008328706,0.021099389,0.004997224,0.028872848,0.000414262,0.000447257,2.97847E-05,0.00043499,0.000426254,0.000274441,0.000260232
55009020900,2141,0.941616067,0.006071929,0.008407286,0.01914993,0.008407286,0.016347501,0.000492468,0.000536709,5.53144E-05,0.000521987,0.000459905,0.000548882,0.000175156
55009021000,2156,0.951762523,0.006957328,0.004638219,0.019016698,0.004174397,0.013450835,0.000495918,0.000546293,6.38243E-05,0.000289993,0.000459905,0.000274441,0.000145129
55009021100,1089,0.415977961,0.523415978,0.037649219,0.011019284,0.001836547,0.01010101,0.000250489,0.0001206,0.002425325,0.001188971,0.000134606,6.09869E-05,5.5049E-05
55009021200,3922,0.94645589,0.007139215,0.006629271,0.01300357,0.006374299,0.020397756,0.000902129,0.000988226,0.000119139,0.000753982,0.000572077,0.000762336,0.000400356
55009021301,2617,0.936186473,0.006113871,0.018723729,0.015666794,0.006878105,0.016431028,0.000601956,0.00065225,6.80793E-05,0.001420966,0.000459905,0.000548882,0.000215192
55009021302,4753,0.93517854,0.004841122,0.020837874,0.01704917,0.004630639,0.017462655,0.001093274,0.001183343,9.79059E-05,0.002872161,0.000908983,0.000671144,0.00041537
55009021303,3182,0.865987701,0.021397952,0.020139249,0.050977474,0.011013652,0.030483972,0.000731916,0.000733602,0.000289713,0.001858365,0.001819546,0.001068657,0.000485432
55009021304,1747,0.901545507,0.013165426,0.021179164,0.034917001,0.006296508,0.022896394,0.000401841,0.000419304,9.7864E-05,0.001072974,0.000684249,0.000335428,0.000200178
55009021400,4980,0.947577853,0.004822279,0.004219494,0.006228777,0.004822279,0.032329317,0.001145487,0.001256298,0.000102183,0.000609365,0.00034795,0.000732299,0.000805717
55009021500,2275,0.980213123,0.000439952,0.001319856,0.001759808,0.003959568,0.012307692,0.00052329,0.000593677,4.25875E-06,8.70754E-05,4.49088E-05,0.000274686,0.000140125
55009021600,4348,0.969411224,0.002299908,0.008049678,0.004599816,0.004599816,0.011039558,0.001000116,0.001122137,4.25496E-05,0.001014976,0.000224344,0.000609869,0.000240214
55009940001,10678,0.889923733,0.004403244,0.062020161,0.02201622,0.008900174,0.012736468,0.002456128,0.002529828,0.000200059,0.019204825,0.002637043,0.002897978,0.000680606
55009940002,3395,0.854748427,0.009428456,0.09251672,0.014437323,0.010312373,0.018556701,0.00078091,0.00077255,0.000136199,0.009108515,0.000549808,0.001067591,0.000315281
55009940003,2579,0.817308948,0.012800757,0.117534225,0.011637052,0.013964462,0.026754556,0.000593215,0.000561159,0.000140469,0.008790291,0.00033665,0.001098202,0.000345307
55009940004,2011,0.845652392,0.014442826,0.080680617,0.015936912,0.01643494,0.026852312,0.000462565,0.000452744,0.000123583,0.0047051,0.000359502,0.001007829,0.000270241
55011960100,1995,0.980915629,0.00050355,0.0010071,0.00050355,0.006042601,0.011027569,0.000458885,0.000520982,4.27445E-06,5.82644E-05,1.12686E-05,0.000367598,0.000110098
55011960200,2204,0.972323049,0.004537205,0.005444646,0.004990926,0.003176044,0.009528131,0.000506959,0.00057052,4.25496E-05,0.000347992,0.000123389,0.000213454,0.000105094
55011960300,1779,0.975829117,0.000562114,0.001124227,0.001686341,0.004496908,0.016301293,0.000409201,0.000462166,4.25496E-06,5.79986E-05,3.36516E-05,0.000243948,0.000145129
55011960400,2027,0.978293044,0.00049334,0.00098668,0.00197336,0.004933399,0.013320178,0.000466246,0.000527924,4.25496E-06,5.79986E-05,4.48688E-05,0.000304935,0.00013512
55011960500,2561,0.977733776,0.000781874,0.003518434,0.000390937,0.003127497,0.014447481,0.000589075,0.00066662,8.52004E-06,0.000261304,1.12305E-05,0.000244238,0.000185165
55013970400,3171,0.916721078,0.005047329,0.05331241,0.002839122,0.015772902,0.006307159,0.000729386,0.000773895,6.81009E-05,0.004902438,0.000100987,0.001525157,0.000100089
55013970600,1543,0.849643552,0.003240441,0.122488658,0.001944264,0.013609851,0.009073234,0.000354917,0.000349021,2.12748E-05,0.005480868,3.36516E-05,0.000640363,7.00624E-05
55013970700,2044,0.927592955,0.000978474,0.039138943,0.001956947,0.022994129,0.007338552,0.000470156,0.000504762,8.50991E-06,0.002319944,4.48688E-05,0.001433193,7.50668E-05
55013970800,1814,0.950937155,0,0.022050717,0.003858875,0.013781698,0.009371555,0.000417252,0.000459238,0,0.001159972,7.85204E-05,0.000762336,8.50757E-05
55013970900,2277,0.958278437,0.003952569,0.01010101,0.004391744,0.012736056,0.010540184,0.00052375,0.000580902,3.82946E-05,0.000666984,0.000112172,0.00088431,0.000120107
55013971000,1526,0.971776472,0.001971149,0.004599348,0,0.010512795,0.011140236,0.000351007,0.000394793,1.27988E-05,0.000203535,0,0.000489192,8.50757E-05
55015020100,3451,0.968410848,0.00086957,0.004347849,0.001159426,0.007536271,0.017676036,0.000793791,0.000889719,1.27686E-05,0.000435118,4.4882E-05,0.000793064,0.000305272
55015020200,2913,0.954685891,0.001029866,0.008582218,0.003089598,0.00274631,0.029866117,0.000670041,0.000740371,1.27649E-05,0.000724983,0.000100955,0.000243948,0.000435387
55015020303,2899,0.869955157,0.004139358,0.004484305,0.076233184,0.005519145,0.039668851,0.000666821,0.000671419,5.10595E-05,0.000376991,0.002479001,0.000487895,0.000575512
55015020304,2760,0.843768256,0.022118549,0.006164186,0.055477672,0.009790177,0.062681159,0.000634848,0.000619984,0.000259753,0.00049337,0.00171756,0.00082396,0.000865771
55015020306,4547,0.967890917,0.002419177,0.003518804,0.009236859,0.005498131,0.011436112,0.00104589,0.001171655,4.68045E-05,0.000463989,0.000471122,0.000762336,0.000260232
55015020308,2134,0.941424555,0.003748828,0.001405811,0.022961575,0.002343018,0.028116214,0.000490857,0.000534845,3.40396E-05,8.69979E-05,0.000549643,0.000152467,0.000300267
55015020400,2700,0.980740741,0.001111111,0.001851852,0.00037037,0.007777778,0.008148148,0.000621047,0.000704963,1.27649E-05,0.000144997,1.12172E-05,0.000640363,0.000110098
55015020500,3884,0.959307235,0.002319034,0.003349716,0.004638069,0.006184092,0.024201854,0.000893388,0.00099194,3.83249E-05,0.00037729,0.00020207,0.000732423,0.000470419
55015020600,3960,0.967171717,0.001767677,0.003787879,0.00530303,0.004292929,0.017676768,0.00091087,0.001019641,2.97847E-05,0.00043499,0.000235561,0.000518389,0.000350312
55015020700,2623,0.969112261,0.002288341,0.001906951,0.010678923,0.003432511,0.012581014,0.000603336,0.000676738,2.55396E-05,0.000145053,0.000314203,0.000274547,0.000165147
55015020800,3862,0.930549971,0.003890259,0.002593506,0.022304152,0.005965064,0.034697048,0.000888328,0.000956754,6.39272E-05,0.000290461,0.000966234,0.00070248,0.000670597
55017010100,2214,0.894265612,0.005874408,0.005874408,0.075463546,0.007681918,0.010840108,0.000509259,0.000527099,5.53397E-05,0.000377163,0.001874128,0.000518626,0.000120107
55017010200,5079,0.962000394,0.003347116,0.00472534,0.013191573,0.003740894,0.012994684,0.001168259,0.001300774,7.23342E-05,0.000695983,0.000751552,0.000579376,0.000330294
55017010300,4183,0.96675996,0.002630965,0.004305215,0.007175358,0.007175358,0.011953144,0.000962163,0.001076601,4.68272E-05,0.00052224,0.000336679,0.000915247,0.000250223
55017010400,3710,0.969002695,0.001078167,0.00296496,0.017789757,0.002156334,0.007008086,0.000853365,0.000957078,1.70198E-05,0.000318992,0.000740335,0.000243948,0.000130116
55017010500,4204,0.916270219,0.039248335,0.01094196,0.010704091,0.008325404,0.01450999,0.000966994,0.001025498,0.000702068,0.001333968,0.000504774,0.001067271,0.000305272
55017010700,5502,0.975278619,0.00236321,0.002544995,0.006362489,0.005635347,0.00781534,0.001265557,0.001428557,5.53246E-05,0.000406065,0.000392674,0.00094547,0.000215192
55017010800,5593,0.856785267,0.101734311,0.010370105,0.007509387,0.005006258,0.018594672,0.001286488,0.001275749,0.00242107,0.00168196,0.000471122,0.000853817,0.000520463
55017010900,3600,0.973611111,0.003055556,0.004722222,0.003055556,0.003888889,0.011666667,0.000828063,0.000933118,4.68045E-05,0.000492988,0.000123389,0.000426908,0.000210187
55017011000,5524,0.980627441,0.002172734,0.00144849,0.004888652,0.005431836,0.005430847,0.001270617,0.001442135,5.10688E-05,0.000232037,0.00030292,0.00091497,0.000150134
55017011100,3127,0.985289415,0.002238567,0.001918772,0.000959386,0.003197953,0.006395907,0.000719265,0.000820238,2.97847E-05,0.000173996,3.36516E-05,0.000304935,0.000100089
55017011200,4970,0.983501006,0.00221328,0.000603622,0.003420523,0.002816901,0.007444668,0.001143187,0.001301306,4.68045E-05,8.69979E-05,0.000190692,0.000426908,0.000185165
55019950100,3641,0.889038284,0.001923136,0.00219787,0.004395739,0.001923136,0.100521835,0.000837494,0.000861766,2.97938E-05,0.000232065,0.00017953,0.000213519,0.00183163
55019950200,3182,0.951917033,0.001571339,0.004399749,0.001257071,0.003771213,0.037083595,0.000731916,0.000806395,2.12748E-05,0.00040599,4.48688E-05,0.000365921,0.000590526
55019950300,2974,0.979821498,0.000336362,0.002690893,0.002690893,0.005045425,0.009414929,0.000684072,0.000775776,4.2564E-06,0.000232073,8.97681E-05,0.000457557,0.000140125
55019950400,2715,0.986003683,0.002209945,0.004051565,0.001104972,0.001104972,0.005524862,0.000624498,0.000712683,2.55297E-05,0.000318992,3.36516E-05,9.14804E-05,7.50668E-05
55019950500,3500,0.974,0.000857143,0.002857143,0.004571429,0.002,0.015714286,0.000805061,0.00090756,1.27649E-05,0.000289993,0.000179475,0.000213454,0.000275245
55019950600,3324,0.960890493,0.000902527,0.002707581,0.001805054,0.002105897,0.031588448,0.000764578,0.000850322,1.27649E-05,0.000260994,6.73032E-05,0.000213454,0.000525468
55019950700,2770,0.962454874,0.00433213,0.00433213,0.00866426,0.002527076,0.017689531,0.000637149,0.000709755,5.10595E-05,0.000347992,0.000269213,0.000213454,0.000245218
55019950800,2493,0.96430004,0.002406739,0.013638187,0.003208985,0.002807862,0.013638187,0.000573434,0.000640004,2.55297E-05,0.000985976,8.97376E-05,0.000213454,0.000170151
55021970100,2960,0.962162162,0.002364865,0.002027027,0.003378378,0.001013514,0.029054054,0.000680852,0.000758208,2.97847E-05,0.000173996,0.000112172,9.14804E-05,0.000430383
55021970200,4451,0.973039766,0.001348012,0.001797349,0.00651539,0.003594698,0.013704785,0.001023808,0.001153019,2.55297E-05,0.000231994,0.000325299,0.000487895,0.000305272
55021970300,3243,0.935861856,0.004933703,0.008942337,0.006475486,0.00431699,0.039469627,0.000745947,0.000807992,6.80793E-05,0.00084098,0.000235561,0.000426908,0.00064057
55021970400,5195,0.864292589,0.081039461,0.010009625,0.007314726,0.00481232,0.03253128,0.001194941,0.001195349,0.001791336,0.001507964,0.000426254,0.000762336,0.000845753
55021970500,3267,0.925007652,0.017141108,0.004897459,0.007346189,0.01010101,0.035506581,0.000751467,0.000804531,0.000238278,0.000463989,0.000269213,0.001006284,0.000580517
55021970600,3722,0.979305354,0.002419365,0.003225821,0.003494639,0.003494639,0.008060183,0.000856125,0.000970382,3.83154E-05,0.00034818,0.000145903,0.00039663,0.000150134
55021970700,3229,0.974605141,0.004335708,0.004955094,0.002787241,0.005884175,0.007432642,0.000742727,0.000837809,5.95694E-05,0.000463989,0.000100955,0.000579376,0.000120107
55021970800,4203,0.975014636,0.001665878,0.002379826,0.005473599,0.003807721,0.011658339,0.000966764,0.001090985,2.97919E-05,0.000290063,0.000258058,0.000488013,0.000245218
55021970900,3585,0.976282081,0.002511875,0.001953681,0.005302847,0.004465556,0.009483961,0.000824613,0.000931779,3.83162E-05,0.00020311,0.000213247,0.00048817,0.000170151
55021971000,3112,0.981362468,0.00096401,0.002892031,0.001285347,0.002570694,0.01092545,0.000715815,0.00081305,1.27649E-05,0.000260994,4.48688E-05,0.000243948,0.000170151
55021971100,2632,0.971118908,0.003040685,0.000380086,0.004180942,0.007221628,0.014057751,0.000605406,0.000680466,3.40528E-05,2.90105E-05,0.000123437,0.000579599,0.000185165
55021971200,3967,0.956385268,0.008320779,0.001765014,0.004790751,0.004286462,0.024451727,0.00091248,0.001010051,0.00014045,0.000203048,0.000213182,0.000518523,0.000485432
55023960100,2176,0.979319853,0.000919118,0.001378676,0.003216912,0.0078125,0.007352941,0.000500518,0.000567325,8.50991E-06,8.69979E-05,7.85204E-05,0.000518389,8.00713E-05
55023960200,1792,0.987723214,0.002232143,0.001674107,0.00390625,0.001674107,0.002790179,0.000412191,0.000471218,1.70198E-05,8.69979E-05,7.85204E-05,9.14804E-05,2.50223E-05
55023960300,1905,0.991076115,0.000524934,0.001574803,0.001574803,0.002624672,0.002624672,0.000438183,0.000502632,4.25496E-06,8.69979E-05,3.36516E-05,0.000152467,2.50223E-05
55023960400,2515,0.977325126,0.001193801,0.000795867,0.007162806,0.004377271,0.009145129,0.000578494,0.000654373,1.27751E-05,5.80452E-05,0.000202072,0.000335697,0.000115102
55023960500,1532,0.980409172,0.003919024,0.003265853,0.001306341,0.004572195,0.006527415,0.000352387,0.000399866,2.55465E-05,0.000145092,2.24492E-05,0.000213595,5.00445E-05
55023960600,3000,0.899,0.075666667,0.005,0.005333333,0.002666667,0.012333333,0.000690053,0.000718008,0.000965875,0.00043499,0.000179475,0.000243948,0.000185165
55025000100,2162,0.827824814,0.042132024,0.003703914,0.05046583,0.018056582,0.057816836,0.000497298,0.000476478,0.000387581,0.000232222,0.001223877,0.001190414,0.000625557
55025000201,1772,0.896598605,0.009610452,0.002826603,0.048052258,0.013002376,0.029909707,0.000407591,0.000422971,7.24607E-05,0.00014525,0.000955129,0.000702576,0.000265236
55025000202,2436,0.850064803,0.025062326,0.001232573,0.079706415,0.011093161,0.032840722,0.000560323,0.000551287,0.000259773,8.70718E-05,0.002177986,0.000824023,0.000400356
55025000204,3985,0.718820413,0.067036343,0.002761797,0.157673496,0.012553622,0.041154329,0.00091662,0.0007626,0.001136668,0.000319159,0.007048091,0.001525471,0.00082073
55025000205,4125,0.889390172,0.013343279,0.001698235,0.061864292,0.009461598,0.024242424,0.000948822,0.000976708,0.000234197,0.000203147,0.00286252,0.001190132,0.000500445
55025000300,4640,0.68767861,0.026532142,0.00280421,0.24569195,0.009706881,0.027586207,0.001067282,0.000849477,0.000523824,0.000377325,0.012787728,0.001373423,0.00064057
55025000401,2492,0.926116553,0.008835457,0.00240967,0.03815311,0.008433845,0.016051364,0.000573204,0.000614415,9.36854E-05,0.000174138,0.001066504,0.000640885,0.000200178
55025000402,1938,0.853457172,0.025799794,0.003611971,0.062435501,0.007739938,0.046955624,0.000445774,0.000440336,0.000212748,0.000202995,0.001357281,0.000457402,0.000455405
55025000405,4751,0.735721851,0.041704245,0.00337004,0.121110812,0.012216395,0.085876658,0.001092813,0.000930566,0.000843064,0.00046431,0.006454349,0.001769843,0.002041817
55025000406,2547,0.83161137,0.018891314,0.001180707,0.115709296,0.00826495,0.024342364,0.000585855,0.000563894,0.000204732,8.72085E-05,0.003305839,0.000641913,0.000310276
55025000407,4095,0.698365812,0.153073179,0.003667888,0.049394221,0.012470818,0.083028083,0.000941922,0.000761351,0.002667154,0.00043557,0.002268896,0.00155724,0.001701514
55025000408,1635,0.899654504,0.029376474,0.006732109,0.015912257,0.010404168,0.037920489,0.000376079,0.000391599,0.000204368,0.000319195,0.000291833,0.000518719,0.000310276
55025000501,3635,0.811790318,0.075950552,0.003027015,0.040451924,0.015135074,0.053645117,0.000836114,0.000785591,0.001174709,0.000319085,0.001649408,0.001677628,0.000975869
55025000503,5281,0.756349831,0.086147221,0.002846274,0.053889451,0.013851866,0.086915357,0.001214723,0.001063377,0.001935764,0.000435894,0.003192305,0.002230648,0.002297044
55025000504,5158,0.803133157,0.057422081,0.003103896,0.064405847,0.012803572,0.059131446,0.001186431,0.001102852,0.001260246,0.000464276,0.003726414,0.002013813,0.001526358
